referrals,total_deposits,total_payouts,total_structure,airdrops_total,airdrops_received,team_address,ranking,team_name,team_benefits
5369.0,549788.21,100000.0,108998.0,157569.65,0.0,0xe8e9720e39e13854657c165cf4eb10b2dfe33570,157569.65,Team Name,Contact our team to add info
2455.0,16613.89,16069.08,4327.0,7128.0,30.8,0x436e46cf4466c02fe8eada605f2dda959ae89536,7127.99,Team Name,Contact our team to add info
1897.0,6088.73,6655.6,2929.0,2156.81,20.23,0x4dde991518f617bcb5d2399bc5d7ceb82eafc65d,2156.8,Team Name,Contact our team to add info
1736.0,9153.43,7617.09,4050.0,2458.33,27.62,0x6f2971734927d9731ed19c964e11c7730a30c9cf,2458.31,Team Name,Contact our team to add info
1394.0,17823.99,12867.39,3295.0,2694.32,147.95,0x49083521f5cf9ffed01a76e4c9bfe13277f6f304,2694.21,Team Name,Contact our team to add info
1297.0,21853.62,35113.69,7299.0,15120.43,176.22,0x78815067c3926cc33f7790d87460bec779f42d4d,15120.29,Team Name,Contact our team to add info
1003.0,2717.42,5033.68,2933.0,920.76,7.54,0x5aca27aee06a4ac9c839415271bbc4558f8b7679,920.75,Team Name,Contact our team to add info
967.0,3902.19,3659.21,1572.0,1072.28,19.14,0x6c962db2c737665e78cb709afed1a9448ef50ccc,1072.26,Team Name,Contact our team to add info
898.0,27485.2,53479.54,2076.0,11134.73,9453.96,0x7fe7fedf776a886296a02b44c2e7a67b08e445a3,11124.2,Team Name,Contact our team to add info
862.0,3544.35,2508.38,1246.0,1143.76,29.2,0x8ab1ef55810ca9fc1ab329f95775e5bff656935b,1143.73,Team Name,Contact our team to add info
702.0,27179.01,50283.42,3540.0,20424.83,605.86,0x0cb62ac9537563c509cd52af4f14e23205d7cd2c,20423.97,Team Name,Contact our team to add info
636.0,9511.97,10108.4,2765.0,2680.05,16.66,0xeb5f479ac8121f606f2ff6979f4b623aa1c47f18,2680.02,Team Name,Contact our team to add info
566.0,39774.36,100000.0,14026.0,21192.97,5.0,0x843f2c19bc6df9e32b482e2f9ad6c078001088b1,21192.96,Team Name,Contact our team to add info
507.0,1184.89,808.98,635.0,264.47,6.92,0xb34fad0bb9220380d65faea0ff35968262e68e68,264.46,Team Name,Contact our team to add info
465.0,2264.01,2167.97,539.0,1344.12,221.33,0x8b3d943b0208b98d7c2502efd0b98d06b8ba82bd,1343.64,Team Name,Contact our team to add info
451.0,19114.55,15741.06,518.0,2111.0,440.52,0xfcf4590549ca260d94fe9f5604efa43d50aca6b9,2110.02,Team Name,Contact our team to add info
408.0,2753.55,2035.0,600.0,667.02,273.01,0x594797c188759ad71f973cbc57e56f2349750808,666.35,Team Name,Contact our team to add info
396.0,337.04,525.32,583.0,120.33,1.43,0x6adcb3ca4e1932a74691bc563b427dc3fddc3fac,120.33,Team Name,Contact our team to add info
390.0,1923.74,2692.36,664.0,318.16,32.16,0x7cd67725d9d216bdf01aa4f3009d3486ef776c00,318.08,Team Name,Contact our team to add info
353.0,36087.92,100000.0,13744.0,4891.66,52.15,0x63f06788670d8fe1e8994f88029b611b7a63821a,4891.51,Team Name,Contact our team to add info
330.0,4081.58,3452.15,805.0,236.57,39.77,0x32a83fac927205f6a3be6a2caf7b7d00693f6520,236.45,Team Name,Contact our team to add info
329.0,877.26,717.96,593.0,186.28,4.69,0x3715751537532f3698c0c4f853b92f8a2757335f,186.27,Team Name,Contact our team to add info
315.0,6074.14,5255.79,609.0,965.41,74.83,0x077ce050aa1f7064e1d975e0c2e9e5e2101b26f2,965.17,Team Name,Contact our team to add info
302.0,3575.2,2357.57,511.0,406.98,76.51,0x2aa1be2684c3e2ea108c94f1b8923e8d9b047034,406.73,Team Name,Contact our team to add info
283.0,17456.52,12748.86,1012.0,877.25,2711.22,0xe1ac57d1ecb0dceafcbbee3b8c90dde1530d8933,867.67,Team Name,Contact our team to add info
267.0,4442.23,3472.73,350.0,701.15,288.18,0x31d0f7523a422a9d85b469ac1e6891e840e5e8eb,700.07,Team Name,Contact our team to add info
253.0,27198.9,55957.7,1614.0,26560.9,924.51,0x4536ce853176df5aeee57d59b813a403e997393b,26557.25,Team Name,Contact our team to add info
249.0,1735.17,1878.42,418.0,363.5,12.37,0xd557c26793758f88053d9988c27ad980d6d87289,363.45,Team Name,Contact our team to add info
244.0,10614.09,24825.68,911.0,845.7,394.23,0xe81e54f36a9e6ee871aa0f2e9991889f7c414bae,844.08,Team Name,Contact our team to add info
239.0,1191.67,964.12,239.0,27.42,55.13,0xb09ce2298c5d700904aec6154e902207c02beeb2,27.19,Team Name,Contact our team to add info
231.0,826.9,899.51,299.0,278.43,248.29,0x95b7f0ab3aa1e85939da3f6fb4c6b25fd9380b48,277.36,Team Name,Contact our team to add info
226.0,27433.45,86118.77,28016.0,6734.9,178.39,0x5acd29efdac786d4f5d9797158e42d2574f0d76e,6734.11,Team Name,Contact our team to add info
226.0,5798.46,5340.27,3398.0,2150.52,20.63,0x861a3193cbc4f186596b4b5bb704d3ce1bc4f3b7,2150.43,Team Name,Contact our team to add info
222.0,786.59,666.63,360.0,84.24,13.83,0xe4a9e4da802f07ae4a44983a59fcd74777601a6c,84.18,Team Name,Contact our team to add info
215.0,12399.42,6783.03,250.0,7381.21,2502.64,0x5bb6b21d3d994322ab12bf0b0d5b9da49fa8d181,7369.57,Team Name,Contact our team to add info
212.0,267.85,277.3,401.0,84.78,0.14,0x47b8c5811de13ee4bf1058613d2e9b083f6b59ac,84.78,Team Name,Contact our team to add info
209.0,2814.6,5735.6,506.0,2127.73,93.31,0xa6e169718a9279a9fa88669ea91a93ed24edd323,2127.28,Team Name,Contact our team to add info
199.0,1180.45,789.73,242.0,211.05,11.33,0x740242d3f68a064754cb2d2c4b60de85bdc2560f,210.99,Team Name,Contact our team to add info
196.0,1831.49,1765.91,624.0,416.98,3.68,0xbd9c78c89d55481433392cd866d5c96738e52c36,416.96,Team Name,Contact our team to add info
193.0,33859.47,100000.0,18765.0,18471.8,130.72,0xc70daf7356bc5f2ef6008e0faa7e076c47c6e7f3,18471.12,Team Name,Contact our team to add info
189.0,1958.54,1285.66,312.0,453.99,467.5,0x3d4ddbfc80d0e02f43245bde901af50de468fd12,451.52,Team Name,Contact our team to add info
188.0,112.17,2.9,254.0,36.16,0.05,0x29a58003fe6e8e0ef3b8f8c7e42aa18229f3f016,36.16,Team Name,Contact our team to add info
186.0,1342.81,1165.28,403.0,344.2,20.63,0xacfcf6b6cefc90b4480166b0c63dcbeec25c1831,344.09,Team Name,Contact our team to add info
176.0,693.02,788.55,359.0,178.65,0.8,0xd056cc62a9337da5d993782fc05bc79e86cd1808,178.65,Team Name,Contact our team to add info
169.0,1345.79,1222.17,809.0,172.64,16.57,0x006c124ef4bdbc08a8961d69ebff97bfe3d45a79,172.54,Team Name,Contact our team to add info
167.0,2107.59,2823.47,1241.0,458.73,13.74,0x43143fdd3aeb9ad012778e490866b3bed476e375,458.65,Team Name,Contact our team to add info
167.0,26140.81,95413.97,3765.0,33908.64,70.68,0xdd84e09fee6ee82bcf2ece6e006abb1ec7c0167e,33908.22,Team Name,Contact our team to add info
166.0,676.26,460.26,399.0,106.16,42.81,0x82a85912dc4a7896d36be5196e7880d350193c09,105.9,Team Name,Contact our team to add info
164.0,2774.72,3694.22,376.0,201.51,20.17,0xc4b31262cb7d29231e73ae6dc1d7f81509293072,201.39,Team Name,Contact our team to add info
159.0,272.39,233.48,165.0,8.59,2.44,0x96aa292f74ce300eb3a610c9e90b107510a71d3e,8.57,Team Name,Contact our team to add info
158.0,3578.24,675.14,176.0,423.24,1824.01,0x6f0f3ff27b7b214e5f59d1027bb1b6c97de1988a,411.7,Team Name,Contact our team to add info
157.0,23223.61,38070.5,11223.0,10451.82,389.85,0x240eb9f6cfacf5fe0072f2cc80f661083744032a,10449.34,Team Name,Contact our team to add info
157.0,4428.04,3360.09,262.0,491.58,43.51,0x279c3689d4277789027b931767107100459af7d2,491.3,Team Name,Contact our team to add info
157.0,1651.02,2436.32,339.0,244.05,30.41,0xacc646e707003383cc4077e37d67a9bc2cf32d0a,243.86,Team Name,Contact our team to add info
149.0,1218.77,1043.37,287.0,348.44,2.56,0xe0eaf849698520f85c094aba462a037c25b699f6,348.42,Team Name,Contact our team to add info
147.0,5367.12,6671.29,3878.0,1347.12,85.48,0x8a9281ecece9b599c2f42d829c3d0d8e74b7083e,1346.54,Team Name,Contact our team to add info
145.0,1749.35,1848.97,178.0,102.46,22.96,0x399a2037ca7f3168f7c6e0d167f39306cb12bcc0,102.3,Team Name,Contact our team to add info
141.0,561.23,585.53,241.0,162.72,1.5,0x61c3c80f52aca5877509f3658851d92f4c74fa41,162.71,Team Name,Contact our team to add info
140.0,2016.54,1211.94,230.0,270.49,30.3,0x0b54e2a9d49ce041b3b9f98f073defc8cd348686,270.27,Team Name,Contact our team to add info
138.0,1118.7,1559.06,142.0,11.45,7.59,0xa0eecbb43940a6862f467dafaabe0bcebff45b5a,11.4,Team Name,Contact our team to add info
137.0,225.24,414.94,187.0,36.85,3.12,0xa103a6602b5d24391c26f512f5845313633c0e8e,36.83,Team Name,Contact our team to add info
130.0,315.38,63.14,232.0,82.72,0.85,0x892a7c4ab693d12d41af3ade27884e2b94745681,82.71,Team Name,Contact our team to add info
126.0,1618.54,2575.84,304.0,526.18,43.53,0x16d088a79d7d36213618263184783fb4d6375e33,525.83,Team Name,Contact our team to add info
124.0,391.88,231.97,131.0,63.25,3.55,0xdcf88a866b0166eaebecd9777f9abadac9b02d23,63.22,Team Name,Contact our team to add info
121.0,341.46,276.13,121.0,41.21,2.91,0x9ab8dfaa0d18b9c5aad01d303f0349ddfed50926,41.19,Team Name,Contact our team to add info
113.0,2764.86,6657.57,314.0,161.91,15.59,0xe97385bb29e848c670a1d33b67f9687d57b82e0e,161.77,Team Name,Contact our team to add info
111.0,4729.93,8446.97,192.0,985.51,44.99,0xf678e4bd0bf00c8429f66ec7b2d2416c129b2c9e,985.1,Team Name,Contact our team to add info
110.0,1577.71,926.92,487.0,311.01,9.36,0xb724b1da3217bfe47b4c6c33f45b7c86729c45d0,310.92,Team Name,Contact our team to add info
109.0,1858.98,1390.69,800.0,172.26,19.59,0x682edc829fbe90d2d678e7f86b8cf45da4bfd488,172.08,Team Name,Contact our team to add info
108.0,18880.47,15308.16,4007.0,2284.25,157.62,0xdedba197cb186e6d129110e71138ef6c6ca153d8,2282.79,Team Name,Contact our team to add info
108.0,16580.61,26712.42,491.0,940.91,138.69,0xec31176d4df0509115abc8065a8a3f8275aaff2b,939.63,Team Name,Contact our team to add info
107.0,1818.31,3008.05,244.0,225.14,16.57,0x085e46071e7dab2964be9ccf44354df600dbdc4c,224.99,Team Name,Contact our team to add info
107.0,368.78,287.16,142.0,37.15,35.11,0x0ef20d41bee0c7f9336db792d5a7ba7526efdc85,36.82,Team Name,Contact our team to add info
107.0,1024.22,713.88,121.0,154.07,7.32,0x27d6829a3dca669770eac9d2931758bb017b8b7b,154.0,Team Name,Contact our team to add info
107.0,6864.94,5991.32,685.0,353.64,108.78,0x696f4735bba7d193abf282cb098ce13f2591fdbf,352.62,Team Name,Contact our team to add info
107.0,1035.95,1090.31,152.0,275.96,2.63,0xfdd4d2e4e3b344429107590c20bcf4b88281da33,275.94,Team Name,Contact our team to add info
106.0,579.61,558.31,157.0,169.36,11.42,0xcc55aff20f63117791d5df1c0306ba43d72394eb,169.25,Team Name,Contact our team to add info
105.0,1023.83,830.19,163.0,184.82,9.13,0x478e455c17b119faaf688e750280ae3fd47e6fa1,184.73,Team Name,Contact our team to add info
103.0,121.65,81.72,103.0,2.24,2.82,0xa2593c93f566b78c79f17983216663f9a4e2f186,2.21,Team Name,Contact our team to add info
103.0,1165.01,849.11,139.0,191.85,20.41,0xd09cdd7e151c892947ec10f2f570fb162cc7a111,191.65,Team Name,Contact our team to add info
101.0,24339.17,4551.27,126.0,1321.98,16252.54,0xf35adc075463611172cd06b56685c31d801c6633,1161.06,Team Name,Contact our team to add info
99.0,670.46,1217.82,120.0,186.49,4.83,0x06fa4cac026096be9924f19cbdea0e3ffa1b6ba6,186.44,Team Name,Contact our team to add info
99.0,5439.83,7898.79,1588.0,1340.63,117.73,0x327a40843d36d950a89ea1beec517f54b0515b08,1339.44,Team Name,Contact our team to add info
99.0,853.09,745.83,175.0,134.53,81.08,0x52ae1ac74b77890e1708b6e89d34bb8a7ea94fd7,133.71,Team Name,Contact our team to add info
98.0,625.88,447.87,98.0,4.71,126.02,0x408d7100cf48bec6f478ad23a14a4c640f5da830,3.42,Team Name,Contact our team to add info
98.0,2429.38,3197.52,114.0,1546.88,174.44,0x9098fdf1855e9675c436b6efcc8392667539753c,1545.1,Team Name,Contact our team to add info
96.0,1314.62,1510.75,221.0,302.14,7.66,0xa193ae4fb593fb995932e4d59eddd7743d08c140,302.06,Team Name,Contact our team to add info
95.0,2192.3,3038.94,536.0,214.55,88.32,0x24a9dbe26b537c666d71a2c8aa9b9633462f85cc,213.62,Team Name,Contact our team to add info
93.0,703.31,599.34,131.0,310.86,7.19,0x056ce4d8c5632ba34c0572ff387053c37096057e,310.78,Team Name,Contact our team to add info
93.0,5695.21,9332.55,1025.0,768.38,152.46,0xe1b26d9606196ff6dc4ecb2af5516c0b36c9405b,766.74,Team Name,Contact our team to add info
92.0,209.48,271.95,191.0,48.52,27.35,0xebcacc29d305542dd596b9de2fb9f10e36145784,48.22,Team Name,Contact our team to add info
91.0,1442.9,1603.27,135.0,87.56,42.06,0x3d0a9e1303ec7b622c5e0c6f9f3fb2117f24d120,87.1,Team Name,Contact our team to add info
90.0,6897.22,6692.78,395.0,185.92,116.7,0x6de832116cd0165a1a58ec6f9be9873670ca10e0,184.62,Team Name,Contact our team to add info
89.0,4203.74,4577.03,145.0,702.4,40.16,0x428a10825e3529d95df8c5b841694318ca95446f,701.95,Team Name,Contact our team to add info
89.0,27507.2,32489.8,663.0,804.0,353.79,0x9d23eebcf1533269266c7c1addd6e98c860a3399,800.02,Team Name,Contact our team to add info
88.0,5416.8,13873.28,219.0,2553.56,153.98,0xfa3f43db797b37ca0692201c53d95e498e786a39,2551.81,Team Name,Contact our team to add info
87.0,15231.95,24391.89,249.0,2651.69,179.43,0x9e01b67b83aa360076de9803fd68abd07f95b07f,2649.63,Team Name,Contact our team to add info
87.0,6548.9,5458.92,4384.0,2155.45,52.39,0xe0a2a7bb86b563825761583c83675701ee05f4ef,2154.85,Team Name,Contact our team to add info
86.0,2384.73,1560.03,1461.0,904.34,32.91,0x8febd6ab3a69e271992aba6f8358cd83c57bb47f,903.96,Team Name,Contact our team to add info
84.0,133.99,106.92,95.0,43.43,0.05,0x48c4a2b9a2b0136cf6a478e864f54f1d55e3f2cc,43.43,Team Name,Contact our team to add info
83.0,2048.2,1699.76,93.0,175.75,25.38,0x55c8b8bac9da09df03fbf1802ec3ba3aa81e4e02,175.44,Team Name,Contact our team to add info
82.0,3803.63,4712.45,2366.0,704.21,28.13,0x479abadd769042cf16a1db6570aab9948839be23,703.87,Team Name,Contact our team to add info
81.0,44.99,39.81,81.0,0.0,0.64,0x431491951c7fcda04f3d3fe92ff8d4ccb5c4330c,-0.01,Team Name,Contact our team to add info
81.0,8403.26,12210.87,232.0,3120.13,891.27,0x7563c02f0d9058ec139bf65d3cee797608f936bb,3109.13,Team Name,Contact our team to add info
81.0,879.74,749.37,149.0,124.55,11.81,0xe8f7ad4d897712e1a3e7d8efe77c91d5e30909f4,124.4,Team Name,Contact our team to add info
80.0,340.48,288.33,122.0,52.94,2.19,0x3ad3d20c11bacb925aa72887baa75b908b2fb51e,52.91,Team Name,Contact our team to add info
78.0,4317.3,6324.37,702.0,693.89,231.39,0x2bf55b90154a52d5e01b6706e4fbe188a7781b62,690.92,Team Name,Contact our team to add info
78.0,5300.88,4253.11,131.0,350.75,237.37,0xa0691df2a471e45f9747c5654a91737f8ee6a596,347.71,Team Name,Contact our team to add info
78.0,1300.78,1100.47,99.0,48.25,49.64,0xa5023b29078cd43c643bb03081eacacf6c0514d9,47.61,Team Name,Contact our team to add info
78.0,280.82,184.7,86.0,11.09,194.62,0xcbde3538a99d2f6bfd587fc40513b1ac12766289,8.59,Team Name,Contact our team to add info
77.0,257.66,39.24,101.0,71.92,0.52,0xc50958bf8dd7e562cdac5c0391603e9221b237db,71.91,Team Name,Contact our team to add info
77.0,17743.91,41120.54,146.0,484.43,143.8,0xcd91519d3214dba88849263e1c4c1c6b6850f9f8,482.56,Team Name,Contact our team to add info
77.0,128.92,106.85,87.0,48.9,0.13,0xd782fd00b1b0b4764e287d2880b9354cc4b9a39b,48.9,Team Name,Contact our team to add info
77.0,10586.61,12864.02,10723.0,5558.85,219.67,0xe51b2ec82b2ee61b1d79af709374f20a11d8dd44,5556.0,Team Name,Contact our team to add info
76.0,991.74,604.32,80.0,304.06,0.3,0x014789010a2508828187a074fb31b7d052d60d89,304.06,Team Name,Contact our team to add info
76.0,14.33,14.92,76.0,1.78,0.12,0x720e9b3651ddb9e1e0170237c460e555dfa482b9,1.78,Team Name,Contact our team to add info
76.0,22.92,35.42,108.0,0.0,0.42,0xa8ff7d2f524b7a515760b6afdaa0a0ac32ce496c,-0.01,Team Name,Contact our team to add info
75.0,191.58,5.38,132.0,56.8,0.2,0xb8bf4394e6f6d48178be14d7c932272e657c02fb,56.8,Team Name,Contact our team to add info
75.0,1046.0,931.57,113.0,41.89,20.54,0xc9b6394efd4d266ffdbfe383c25e5aae857914a2,41.62,Team Name,Contact our team to add info
74.0,1087.46,952.24,95.0,81.08,166.77,0xaaf8a57f531726be01c58773f234f2a067696b4d,78.83,Team Name,Contact our team to add info
74.0,393.54,615.86,103.0,47.05,3.14,0xc5e7ac256f7c4a9127168ab2ba573c08ab2e6fd2,47.01,Team Name,Contact our team to add info
74.0,682.03,513.57,105.0,157.52,15.07,0xeb2865a1781a420563b4d26846022a8c23de2aa6,157.32,Team Name,Contact our team to add info
72.0,727.02,492.1,340.0,84.2,5.8,0x3e7d8c47dbd1e5a85db5d1767f122edac5de3e04,84.12,Team Name,Contact our team to add info
72.0,1338.34,707.36,83.0,196.08,26.38,0xd3d996b3148ed4c3b2d39a71764a75286354b835,195.71,Team Name,Contact our team to add info
71.0,7606.5,9474.99,159.0,186.44,67.42,0xe1ade0233697ea0fcb302c6c8e841eda8ff46710,185.49,Team Name,Contact our team to add info
70.0,1217.72,718.36,87.0,144.98,110.66,0x1a33c6fc90f53d72bf6dcc65b74d566d5e71c0ff,143.4,Team Name,Contact our team to add info
70.0,128.57,89.05,70.0,13.14,0.93,0x8d97edb623547c9c119730b63d9c3fc243897203,13.13,Team Name,Contact our team to add info
70.0,5081.82,5331.73,149.0,156.32,242.57,0x90c60b1a263f02795ee3896a2727cc287af4cb85,152.85,Team Name,Contact our team to add info
70.0,1603.05,2968.17,157.0,181.72,157.8,0xf3dc9f08bbdc790816aab62be1d083fe978a1c90,179.47,Team Name,Contact our team to add info
68.0,1226.91,916.81,78.0,113.44,16.35,0x04bd07846823f815e24899d999bf0786d83ef22d,113.2,Team Name,Contact our team to add info
68.0,286.25,311.34,76.0,70.06,2.8,0x0657e514b6c28af0c84431c29051ee1007a625ee,70.02,Team Name,Contact our team to add info
68.0,1043.88,820.02,81.0,152.72,18.83,0x0b814322f746821266dbe4a022e053dfb489f123,152.44,Team Name,Contact our team to add info
68.0,649.04,574.05,122.0,54.51,5.74,0x2257023817d2edaf85c8557da86ec0309f3cc578,54.43,Team Name,Contact our team to add info
68.0,2869.32,3222.35,141.0,156.08,51.06,0x380f1879a9e80503ee45b11048299cfb25d5dc0f,155.33,Team Name,Contact our team to add info
68.0,9153.19,10846.48,334.0,327.97,177.58,0x97c6c9f05f57eef4e75d0f6b519c03ea43e5fc63,325.36,Team Name,Contact our team to add info
68.0,12934.52,35326.95,382.0,5.46,148.14,0xd4fa9a53fce59ced9ad73ae705888b3ed080aac6,3.28,Team Name,Contact our team to add info
68.0,835.34,3049.0,176.0,22.1,28.25,0xf9d0c89aa0c58996cf1889b0afeaa97e328d6680,21.68,Team Name,Contact our team to add info
67.0,334.12,365.14,92.0,50.12,31.7,0xa8c37f051bca9bc50338ab425945aa7eb6c976fa,49.65,Team Name,Contact our team to add info
67.0,535.38,429.41,82.0,80.09,4.95,0xe09f8c58b8563cf82c024e3d09b7fe733a4f6967,80.02,Team Name,Contact our team to add info
66.0,3678.58,3339.97,102.0,320.51,144.27,0x371dcba1034738b3a66ecff8ba086096dee5ff1f,318.32,Team Name,Contact our team to add info
66.0,3244.09,4066.78,342.0,739.4,57.33,0xcb7886aaf3127d074354601a83db392104f4ec67,738.53,Team Name,Contact our team to add info
65.0,290.64,312.91,65.0,29.13,1.79,0x7d50a7b4f9449fe3cf96cea0061829dcf4c23cd3,29.1,Team Name,Contact our team to add info
64.0,126.01,192.46,99.0,28.76,0.64,0x116bb40c88ef64a51a7bd83d4698a12309d0f20b,28.75,Team Name,Contact our team to add info
64.0,5435.5,7361.11,187.0,609.55,83.32,0x3ffc12369b7f2aedc7cbf5abf51cf8ccfa2bc3a3,608.25,Team Name,Contact our team to add info
64.0,436.48,607.84,166.0,112.8,1.54,0x8853da64f1af8427fa9f08dc0138c6df863da24d,112.78,Team Name,Contact our team to add info
63.0,248.14,254.38,138.0,41.95,2.27,0x4e9ba4724761ff2b185b961c496e344af3a3dfba,41.91,Team Name,Contact our team to add info
63.0,1694.77,1553.99,63.0,327.98,23.01,0x6b75cd2a73fc3307eef197e4b1a25dc786971220,327.61,Team Name,Contact our team to add info
63.0,450.01,350.38,73.0,178.86,35.19,0xd0aa7bedcea382b2d7013c779b8b0f80c70e7104,178.3,Team Name,Contact our team to add info
63.0,3213.14,5531.2,97.0,579.04,51.16,0xf1fc88b54edce8ce37644c25d35b347a583cf1ea,578.23,Team Name,Contact our team to add info
63.0,5021.84,4489.73,162.0,490.72,88.65,0xf7b69900fbba645d95e806a508a01fb81169ff69,489.31,Team Name,Contact our team to add info
62.0,7672.45,11910.26,411.0,292.34,283.77,0x2383c0544c55b807ca51efb3d6f9a1b7f8cb8c86,287.76,Team Name,Contact our team to add info
62.0,1832.43,1406.3,117.0,190.36,23.87,0x7a06f464728e6296f4623b5e7b729379ceea6833,189.98,Team Name,Contact our team to add info
62.0,844.44,889.27,92.0,141.54,84.0,0xa85ef5442b0d2e3eb2390bc6e52ac6e2b5a370e0,140.19,Team Name,Contact our team to add info
62.0,2687.0,9718.97,397.0,236.24,118.51,0xc1f158a8a0d904bb57397c17dbd712ace02b6d10,234.33,Team Name,Contact our team to add info
62.0,499.15,588.65,268.0,70.69,8.27,0xd0876c9c2d590a0d38807f58d7aaf48e377720b0,70.56,Team Name,Contact our team to add info
62.0,2020.0,2461.77,180.0,439.06,167.18,0xd779b58b9742ffc89b77ef899833931f7833e263,436.36,Team Name,Contact our team to add info
62.0,1016.97,756.18,83.0,61.84,16.53,0xfd703e0b52b3d5ee730d336f751a6ba642b06eae,61.57,Team Name,Contact our team to add info
61.0,853.69,558.01,341.0,192.41,27.4,0xbb7a7b102cad5859c5b43b7eaf847311761d2023,191.96,Team Name,Contact our team to add info
61.0,432.92,337.03,73.0,37.36,8.37,0xbfd66e010e355c263adc066d5c999cd196aa2230,37.22,Team Name,Contact our team to add info
59.0,1170.91,819.53,76.0,400.38,93.05,0x19753e0a17706a414bd1184cd53a086e5f174c37,398.8,Team Name,Contact our team to add info
59.0,28.42,6.05,89.0,11.19,9.9,0x6d9d6f45400c3bbd9aaff6947f9c4fe4ce52dcfc,11.02,Team Name,Contact our team to add info
59.0,1315.64,1698.76,166.0,305.35,247.73,0x7fe135050063845006da8b5002087b1a3ff5b87b,301.15,Team Name,Contact our team to add info
59.0,303.1,219.96,87.0,28.57,2.74,0xc40a0ba86bfd2763ce7819c0b0d5d5f909a1a166,28.52,Team Name,Contact our team to add info
58.0,1271.29,783.98,61.0,443.01,882.63,0x1e0ae85d228e66f1fa67936a5c72623d68898a2d,427.79,Team Name,Contact our team to add info
58.0,35.65,42.04,58.0,4.02,0.31,0x4b713a87a70659a99a1599d080dd63c7f83e6553,4.01,Team Name,Contact our team to add info
58.0,1070.85,676.68,72.0,38.57,18.73,0x57565ba88bab5bd13f1440290ce74f26d90f14db,38.25,Team Name,Contact our team to add info
58.0,526.07,744.54,164.0,52.26,66.09,0x7ca8c4c200e511004577eb3c82cef1b787a80a1a,51.12,Team Name,Contact our team to add info
58.0,1296.13,674.95,85.0,22.72,20.97,0xcc7ac44bfd22b43599b45c8ca3cf664206d7b18a,22.36,Team Name,Contact our team to add info
58.0,7979.88,10912.29,682.0,285.64,131.87,0xecdaacc413d817bb7015488b984fc676aeddb192,283.37,Team Name,Contact our team to add info
57.0,1056.41,1100.93,57.0,60.43,9.29,0x17b151cb2f0dd3b5d8a61b2de97bb8022e65507c,60.27,Team Name,Contact our team to add info
57.0,5819.98,7244.2,183.0,99.69,92.51,0x1d1ad232d706a371072233ef7bf2026dd8198276,98.07,Team Name,Contact our team to add info
57.0,970.3,810.52,89.0,98.23,19.47,0xcbad76c75d3527d60908c843c843594c3dd9534e,97.89,Team Name,Contact our team to add info
57.0,2214.65,2330.25,63.0,23.14,53.17,0xf67a4c6d1d319bd08a0442493ef6e1160790f424,22.21,Team Name,Contact our team to add info
55.0,16.72,15.99,60.0,1.94,0.25,0x5091641dd1e22abf1643b3dfa706092916a607a3,1.94,Team Name,Contact our team to add info
55.0,1078.11,839.97,83.0,106.02,26.84,0x8c081507398beac193509e9eb9c18d1c72c7ddd0,105.53,Team Name,Contact our team to add info
55.0,2467.93,3059.63,682.0,271.47,84.25,0xf51334201581fa539a73f75b16de43d32e66be19,269.94,Team Name,Contact our team to add info
54.0,21709.27,41777.2,215.0,7419.49,82.22,0x231d26dee15429869e738918b34ebfd905a5af01,7417.97,Team Name,Contact our team to add info
54.0,217.34,138.35,56.0,7.3,5.19,0x3787e848d9b5d4b4860fde072cb0903813aaa2da,7.2,Team Name,Contact our team to add info
54.0,602.26,623.37,54.0,12.81,149.77,0x6117a75193eb2f8381f4a989e3e07ff20403ee1f,10.04,Team Name,Contact our team to add info
53.0,695.98,729.25,224.0,83.8,4.5,0x12af4246f6f62818ef47b5e61a247dfae08aa84f,83.72,Team Name,Contact our team to add info
53.0,2213.6,4571.79,94.0,407.69,123.44,0x3db5743b936cb7280fdd475562b0942e31843337,405.36,Team Name,Contact our team to add info
53.0,2054.77,5028.86,1411.0,90.29,15.08,0x864e8de0bfc9b286240a1fd20b4ef4d78597bdd4,90.01,Team Name,Contact our team to add info
53.0,2913.81,1911.84,98.0,353.97,89.84,0x8e3dc66bb96b063afb932660fb5d060e170cf2cd,352.27,Team Name,Contact our team to add info
53.0,940.63,682.93,71.0,65.02,99.7,0xb813a3f0fcff46dabb251cba75c31fcf78f4bf08,63.14,Team Name,Contact our team to add info
53.0,1040.34,1190.2,120.0,1024.63,23.48,0xc36217d24fc90c61bb0cd15f538c11792db29a79,1024.19,Team Name,Contact our team to add info
53.0,17520.54,19200.81,350.0,998.72,184.51,0xee6b2e8277103364d33a3f03c63da461eb17c01a,995.24,Team Name,Contact our team to add info
52.0,2417.62,2077.65,90.0,189.52,217.72,0x316ac284bf29667b4d0ee60aefca4a257f3264ba,185.33,Team Name,Contact our team to add info
52.0,19993.35,29004.68,4948.0,5607.79,208.67,0xb3d9034ad62255f3911555c4ad03ac9d7145fb91,5603.78,Team Name,Contact our team to add info
52.0,885.35,656.88,71.0,81.61,18.02,0xef342f82203a8e7b3cef56ad4105b2e13a4cd71f,81.26,Team Name,Contact our team to add info
51.0,950.11,880.25,63.0,95.53,13.89,0x17a655cf29c931dec650ee29078de4473b857822,95.26,Team Name,Contact our team to add info
