referrals,total_deposits,total_payouts,total_structure,airdrops_total,airdrops_received,team_address,ranking,team_name,team_benefits
25.0,558.77,530.18,34.0,40.13,27.38,0x76f4bdcdc7db93b9e3322cf766fdb28ed17f46da,39.03,Team Name,Contact our team to add info
25.0,363.93,268.57,25.0,30.71,3.44,0x77b5859d55497be63be2ed23fc44f92ec14fb6b0,30.57,Team Name,Contact our team to add info
25.0,1240.33,1003.95,25.0,36.78,30.96,0x7bfaaee93d8a53a55098354235e2c63750b50ea5,35.54,Team Name,Contact our team to add info
25.0,1173.14,1541.9,42.0,180.86,24.36,0x8db8b108128428e5a55aa570b3f9e09a318ff299,179.89,Team Name,Contact our team to add info
25.0,1237.64,1792.24,55.0,90.75,334.26,0x92601c373c9d5d24d6ae4e04c7a54afc2141393c,77.38,Team Name,Contact our team to add info
25.0,178.02,176.29,32.0,33.28,2.74,0x9d4071562a1c8df87048cb67d22550c81510ea8f,33.17,Team Name,Contact our team to add info
25.0,2888.1,4218.11,25.0,213.3,28.68,0xa12d882d6c26f3800087867280e3633f4f8fdeff,212.15,Team Name,Contact our team to add info
25.0,1887.9,1265.69,25.0,12.46,30.96,0xa9447e65db49e75affcff9a8f40e961260b6fe70,11.22,Team Name,Contact our team to add info
25.0,576.39,496.72,25.0,132.86,28.24,0xc24dc5f4bff39def4ad3418acf130097cc50767c,131.73,Team Name,Contact our team to add info
25.0,249.84,267.73,40.0,6.47,3.25,0xcc6f279e22d13413162657d378bda8ff43e94e7c,6.34,Team Name,Contact our team to add info
25.0,699.92,1037.33,41.0,61.5,6.48,0xd6c589a5f5a7c97d8066eff177bcb455a7d2e12f,61.24,Team Name,Contact our team to add info
25.0,10917.69,11469.46,176.0,1095.13,470.48,0xe4feb5b923e945bc62b9f91f5ac84652d8817b8c,1076.31,Team Name,Contact our team to add info
25.0,34.03,57.2,45.0,0.29,0.17,0xea36d3aa0eb637b31fc959c4987737f806af3b59,0.28,Team Name,Contact our team to add info
25.0,174.6,160.54,26.0,31.16,65.17,0xeafd3118a6503e79447ad199c783946c143fb9fa,28.55,Team Name,Contact our team to add info
25.0,310.2,199.11,25.0,62.74,29.98,0xeb9903640591247fd630200111a579333336548e,61.54,Team Name,Contact our team to add info
25.0,938.37,901.13,65.0,55.65,7.94,0xf257a57d46301c37eb42764c8f56a58248f647cd,55.33,Team Name,Contact our team to add info
25.0,328.24,291.14,43.0,9.91,4.55,0xf37b15ac5ffe8a273cc46b9c331112afb934374f,9.73,Team Name,Contact our team to add info
24.0,3064.22,8014.84,116.0,48.7,38.6,0x02e25e9f04707d893ddd9ecb008b0e1ee50b63f6,47.09,Team Name,Contact our team to add info
24.0,6.41,5.73,25.0,0.0,0.07,0x0368b3f8977498fdc2f0ddd2e246d44d716c4aed,-0.0,Team Name,Contact our team to add info
24.0,471.32,717.18,60.0,11.63,4.07,0x062f0f4ff0bb148a400ff4064c1fd86e89b034c0,11.46,Team Name,Contact our team to add info
24.0,683.77,569.43,37.0,13.79,83.19,0x0942182639c973d365920180f4ec1688a27f4530,10.32,Team Name,Contact our team to add info
24.0,214.09,36.34,24.0,32.46,2.19,0x0dd94038e7daae50aa2d60d6e4e7cdc0bf06d2b2,32.37,Team Name,Contact our team to add info
24.0,4037.38,3529.3,97.0,105.11,49.55,0x0f01fe8ac3ee1ce695dc08b8e1bfff3c2b46cb64,103.05,Team Name,Contact our team to add info
24.0,1704.27,1821.32,25.0,55.93,194.34,0x12165042af8ab08c65fe163c9eda12603b6dae1a,47.83,Team Name,Contact our team to add info
24.0,1689.23,1249.85,28.0,53.55,22.53,0x28307a7d10087109e589d060f85915d5edb0cd39,52.61,Team Name,Contact our team to add info
24.0,1022.07,640.32,82.0,75.37,10.6,0x2bb05b136875e0947c995c9e8dc4604eb01f0553,74.93,Team Name,Contact our team to add info
24.0,339.53,348.02,30.0,36.46,3.02,0x379de6bb4e2f713373daf75c55fb9a74915ca074,36.33,Team Name,Contact our team to add info
24.0,31.01,18.85,27.0,0.23,6.04,0x38b553b6126961cf493d3c0a17222f8b1a9fee2b,-0.02,Team Name,Contact our team to add info
24.0,3563.43,4437.73,86.0,405.02,142.56,0x3ef8bf7ed4e1b8b889578d94e9694ebef12798e4,399.08,Team Name,Contact our team to add info
24.0,439.26,340.43,27.0,36.26,2.72,0x6444b35c7b6c49b94901067bca1c0fe1593cbd22,36.15,Team Name,Contact our team to add info
24.0,1354.6,1682.99,62.0,14.6,15.08,0x68a3fe1a9201a0fecd102ced99da86a7b91c529a,13.97,Team Name,Contact our team to add info
24.0,548.56,624.76,26.0,8.06,5.64,0x79fd5930857ad33a45a7806e72d953d58676cae3,7.82,Team Name,Contact our team to add info
24.0,1385.24,2925.06,223.0,353.57,165.2,0x9063a0d84c6649a83001a81f6a131bdd1761c771,346.69,Team Name,Contact our team to add info
24.0,5284.68,6390.37,142.0,254.95,122.46,0x92ac3d9d6d6ab927216349d1e16af292ba2e4cdb,249.85,Team Name,Contact our team to add info
24.0,3225.8,4881.47,32.0,425.47,31.77,0x9bda81715596c44db6d8afdedeb60231325671c4,424.15,Team Name,Contact our team to add info
24.0,5429.03,6297.9,77.0,174.11,56.45,0xa6b13ccea54306ad4420d8894eb90d91793ee8af,171.76,Team Name,Contact our team to add info
24.0,73.85,64.65,27.0,1.6,0.91,0xc1778103a5eaf65037234a4c02c9d229a2dbe39d,1.56,Team Name,Contact our team to add info
24.0,43.38,45.25,25.0,6.18,0.42,0xd54d30f17ed3409e9cd5a2e63fd455ca4e6d156e,6.16,Team Name,Contact our team to add info
24.0,155.48,103.28,42.0,74.67,52.17,0xf167de87c89853254b670609124ec038026fcd52,72.5,Team Name,Contact our team to add info
24.0,702.66,826.1,40.0,46.33,33.13,0xf99220ebc04de3488e4d3bc1b104e83a75bb137a,44.95,Team Name,Contact our team to add info
23.0,2562.05,1759.22,26.0,19.43,60.21,0x02d7845e8eb8d222233a294881301225d4e93774,16.81,Team Name,Contact our team to add info
23.0,24.04,71.92,30.0,0.0,3.83,0x22450f585c1dc857c201e820b0e355a7d9d7793c,-0.17,Team Name,Contact our team to add info
23.0,2031.36,1928.54,28.0,142.45,62.23,0x30e408308dece2a932317b735ce1184b7aa42107,139.74,Team Name,Contact our team to add info
23.0,1021.44,472.37,44.0,264.12,2.19,0x6567c591a62adb5a7995282816d018d0f364a9c4,264.02,Team Name,Contact our team to add info
23.0,801.83,618.41,41.0,4.77,11.8,0x666f0b2893895d8e3c03db349ea0ec29c9c58167,4.26,Team Name,Contact our team to add info
23.0,36.86,26.33,28.0,3.96,0.21,0x76d84a42bc55149de802fb76a7e192efcccc146e,3.95,Team Name,Contact our team to add info
23.0,780.44,1001.77,30.0,42.29,43.91,0x80998c46d950295e9e20d6fff1bb06f3cdead1eb,40.38,Team Name,Contact our team to add info
23.0,302.85,211.71,28.0,13.99,3.57,0x84571c30e75fe0f405bf1e3fbe7be726e2b2ff3f,13.83,Team Name,Contact our team to add info
23.0,260.56,318.75,28.0,17.31,2.23,0x8b82c9e190b3358f4b5dbb015b405dfd8241ef60,17.21,Team Name,Contact our team to add info
23.0,208.84,179.27,25.0,29.76,2.55,0x917b7f27a223ce3587972b3dc442679c4e772bb0,29.65,Team Name,Contact our team to add info
23.0,8972.21,10373.22,45.0,950.0,91.92,0x94c9d57f5e999a1cc23b705433fb1ca0cc2bf63c,946.0,Team Name,Contact our team to add info
23.0,743.25,558.21,29.0,13.66,14.67,0x9aa7602a0ab4821b891ee9ed9cf184c7ae49327d,13.02,Team Name,Contact our team to add info
23.0,2724.48,2975.08,46.0,130.96,34.58,0xa2ba7f10d00470d73b44b9bad7f88e1683fd68c6,129.46,Team Name,Contact our team to add info
23.0,937.77,808.33,30.0,3.95,23.57,0xb42e2cccac46382611737b9cd97942fa91749fb2,2.93,Team Name,Contact our team to add info
23.0,3.97,0.34,25.0,0.0,0.09,0xb5366ceed9a98738c358824941be54bd632aab34,-0.0,Team Name,Contact our team to add info
23.0,243.43,424.11,28.0,35.08,9.02,0xc04ed5171340291649d13b2bab4eb63c1f728490,34.69,Team Name,Contact our team to add info
23.0,686.41,1299.38,47.0,37.88,9.41,0xc9928ffaf0771f5f950876ea45595650620de378,37.47,Team Name,Contact our team to add info
23.0,1056.57,705.64,51.0,44.59,17.17,0xf08bf569ca50eddaed115248a117de1ed222d0a7,43.84,Team Name,Contact our team to add info
23.0,235.77,152.42,44.0,38.76,1.46,0xf97be528811bdcf877ffe5de6b9ad8885044c029,38.7,Team Name,Contact our team to add info
23.0,2125.65,4012.32,67.0,141.93,28.5,0xfebcd88620e2a87447ecd0dba01a72b630d7859d,140.69,Team Name,Contact our team to add info
22.0,123.19,62.67,30.0,0.0,4.73,0x03e6b75256abb76e77d926d85c66c5eec9033437,-0.22,Team Name,Contact our team to add info
22.0,2920.55,3736.18,25.0,170.87,29.43,0x0fb3586775d082f42b8ae7a867b4b6f4d4522656,169.53,Team Name,Contact our team to add info
22.0,106.05,81.54,22.0,9.87,0.79,0x10f97f029e7400435b7b7f6c73e20ee72810beea,9.83,Team Name,Contact our team to add info
22.0,121.38,121.18,56.0,75.02,1.23,0x189d2e21a2a40ffba87cad2fe796b0c6b639aecb,74.96,Team Name,Contact our team to add info
22.0,2701.81,2347.46,38.0,37.73,223.64,0x2686369146288303f60a5b85b7954cc14996f68b,27.56,Team Name,Contact our team to add info
22.0,3149.0,3375.4,106.0,87.23,105.08,0x45e64a6261388aa9412c8dec0a06628e5cf10670,82.45,Team Name,Contact our team to add info
22.0,147.01,79.21,23.0,12.54,1.46,0x48b3263899f13817d3c6debd490b2bef6af9b44a,12.47,Team Name,Contact our team to add info
22.0,1789.96,910.77,22.0,0.0,34.2,0x513b6fc888e374fb249cf973e1d334f1555833b0,-1.55,Team Name,Contact our team to add info
22.0,11.05,31.34,45.0,0.37,2.82,0x687b23e84905a9ecf8b0f9625b25198c258ffd73,0.24,Team Name,Contact our team to add info
22.0,206.22,390.16,30.0,9.32,1.4,0x72840751fe1a6ff4aae16b1982d6180cd59b2c3a,9.26,Team Name,Contact our team to add info
22.0,36.27,71.82,80.0,0.24,0.31,0x7813d2a40d8978b4d4b913d79048cd71cfb92af6,0.23,Team Name,Contact our team to add info
22.0,129.51,111.51,47.0,4.74,1.47,0x7a67189ff4c23097a24bf173481a3dbcd1d32472,4.67,Team Name,Contact our team to add info
22.0,6205.07,9888.94,395.0,3138.34,76.56,0x7bf602646ee8066956b8fa6de42d3b31c2b0d6da,3134.86,Team Name,Contact our team to add info
22.0,611.7,557.51,76.0,79.94,16.9,0x7cc78b24698a3e87740187865bdc653a5f5d2cb3,79.17,Team Name,Contact our team to add info
22.0,739.36,1598.8,25.0,15.09,5.41,0x7ec36c1b68c7dcfa7d2b95c98e0dbf2cff007d3f,14.84,Team Name,Contact our team to add info
22.0,31.63,68.36,24.0,7.05,0.91,0x8c0ef37e71595ce908001a6ab50dee05ca004327,7.01,Team Name,Contact our team to add info
22.0,1276.35,1360.18,27.0,116.77,55.76,0xa14e1778bff50d27ef9da71e313973a39753918a,114.24,Team Name,Contact our team to add info
22.0,313.49,283.17,22.0,15.35,2.28,0xa80385c90a58d0e616fa14635f228dd689f69749,15.25,Team Name,Contact our team to add info
22.0,5098.36,6153.79,176.0,585.35,86.92,0xacd1881ff0f59ae2f7daed50d113fd25df96505d,581.4,Team Name,Contact our team to add info
22.0,6510.7,9206.77,48.0,121.3,263.75,0xaf834bb0015e5e1f0164c27253757ff95933f1a6,109.31,Team Name,Contact our team to add info
22.0,112.58,85.88,28.0,1.53,1.63,0xb025ebf7dea4c3f482b630c48a40177fca96610e,1.46,Team Name,Contact our team to add info
22.0,449.94,786.78,80.0,3.6,4.03,0xb931343945d9530b2aff8d3e61c4250afbd4b6a9,3.42,Team Name,Contact our team to add info
22.0,530.34,365.25,22.0,23.14,18.0,0xca969f7293cb7a86fa6ea096170f7ca6d8795417,22.32,Team Name,Contact our team to add info
22.0,2766.9,4516.57,269.0,86.1,22.01,0xcacfdf92fd27ee997006f7a4cc0a1618c5bb6589,85.1,Team Name,Contact our team to add info
22.0,1956.89,2705.24,29.0,32.87,18.63,0xd08ba85b4abf10b1bb45a231d52ee7a05bf91874,32.02,Team Name,Contact our team to add info
22.0,220.62,262.04,26.0,29.39,124.6,0xd816c6d88fbabe4954e3c0bdef07f30b37610dd1,23.73,Team Name,Contact our team to add info
22.0,315.27,372.98,38.0,8.45,41.0,0xe2ae0d5a8a017477ae51cfbfb56a7ada54a66ddb,6.59,Team Name,Contact our team to add info
22.0,311.67,273.78,31.0,74.84,53.22,0xe723083ce120e8f648bd56f91879d39cf2e9a003,72.42,Team Name,Contact our team to add info
22.0,2932.5,2617.68,26.0,14.71,37.7,0xe92dfa9d0b30a4a447136cb0fce999ff893f0d89,13.0,Team Name,Contact our team to add info
22.0,1025.23,771.01,39.0,17.1,13.28,0xf05de7432404c5bcf699d319bef136fb5182bc80,16.5,Team Name,Contact our team to add info
22.0,1108.97,505.02,29.0,0.79,975.62,0xfbf0232a6c73518b9e1645654ffd611e2f384091,-43.56,Team Name,Contact our team to add info
22.0,2866.72,3964.37,22.0,76.28,37.77,0xff8fa3ef651cf8c335890f67b4c96d21eaf837dc,74.56,Team Name,Contact our team to add info
21.0,873.84,605.4,22.0,23.32,160.02,0x0096a03e49e7428cb1588458e068af0f5ebddfc6,15.7,Team Name,Contact our team to add info
21.0,6381.55,11566.37,45.0,886.49,89.94,0x0272d33e2ddcc1e903e6960caf242784d44df952,882.21,Team Name,Contact our team to add info
21.0,454.01,480.47,21.0,3.17,6.47,0x0336a87b6158d39599f7d79cc1542aece4053e43,2.86,Team Name,Contact our team to add info
21.0,722.08,639.23,45.0,30.89,49.32,0x09cd4b4d73a0001b453a9017ec318242039ede7c,28.54,Team Name,Contact our team to add info
21.0,4120.86,2679.62,24.0,27.65,72.27,0x27cd7440227866805f27f61182842bbfc05230a6,24.21,Team Name,Contact our team to add info
21.0,192.19,165.05,45.0,17.72,3.67,0x28668e38f98024cc68c0503a8b0f8692168d7b22,17.55,Team Name,Contact our team to add info
21.0,478.15,335.14,21.0,99.42,112.48,0x2a303cfc47d64a05896686d1aeda1a8ae03bd178,94.06,Team Name,Contact our team to add info
21.0,278.81,238.44,28.0,25.63,5.06,0x2b015169ab9019592debd6ca4cde88f623f5895d,25.39,Team Name,Contact our team to add info
21.0,379.15,278.56,49.0,6.85,5.54,0x2bcbed58ada0fafe643c0df371a9daf6f206b777,6.59,Team Name,Contact our team to add info
21.0,84.02,47.82,276.0,25.64,0.41,0x2f5d9e0baae8d9c56ce5ce22dc03b3d6eb53330e,25.62,Team Name,Contact our team to add info
21.0,88.81,57.34,29.0,8.61,0.55,0x339398447f57f2e693213234a2323d0bbb060ea7,8.58,Team Name,Contact our team to add info
21.0,171.98,177.12,27.0,14.82,1.29,0x36b7596df98c0e84a2609e78511566d74ab9e8ae,14.76,Team Name,Contact our team to add info
21.0,816.57,295.95,32.0,56.05,69.07,0x3ab167011012d7001d1cb0a19b8f92a1084256a0,52.76,Team Name,Contact our team to add info
21.0,2735.17,3779.21,51.0,304.35,29.27,0x47004de63433d8998490ded658d9be7e3bf540e7,302.96,Team Name,Contact our team to add info
21.0,614.0,504.02,39.0,28.91,23.56,0x5142b35c8ca6e1cb33d26d1c0aeab55e30ec4a8c,27.79,Team Name,Contact our team to add info
21.0,364.19,326.72,41.0,14.82,3.75,0x5e62b4ef8353e7a6b93a7b17d79ccb983b761ab0,14.64,Team Name,Contact our team to add info
21.0,9041.14,6156.85,1043.0,1467.5,171.88,0x5e88209d620db0f9e2fbbe17b41689c4b8a4348d,1459.32,Team Name,Contact our team to add info
21.0,433.39,359.09,77.0,21.8,5.3,0x61f1a826d0ed5e7ea302f16168786695b2a957b3,21.55,Team Name,Contact our team to add info
21.0,179.33,196.34,21.0,4.98,2.56,0x63b776c7cd8beeb0682e0a8468402d30d8ff7951,4.86,Team Name,Contact our team to add info
21.0,7543.69,13232.31,106.0,115.16,107.67,0x68453e97218890dce1234febeee5f5834a2a37a1,110.03,Team Name,Contact our team to add info
21.0,268.71,219.89,263.0,46.96,5.97,0x684ae5834400cf373fd6df3dc0f5afe50e33b055,46.68,Team Name,Contact our team to add info
21.0,631.75,515.57,21.0,45.98,54.88,0x6ce549cfee82a2176553d1ed87d00a56dbbe55ae,43.37,Team Name,Contact our team to add info
21.0,1046.16,1347.25,33.0,65.73,72.89,0x74fe624b92a245bf3bfb069d7d63cfe2eab68e79,62.26,Team Name,Contact our team to add info
21.0,598.88,428.34,39.0,2.88,185.28,0x7b1f03e9b00890380b0f8d729f21ceff44d5809d,-5.94,Team Name,Contact our team to add info
21.0,4219.74,6846.87,21.0,84.05,309.87,0x817fc3f106852369e35776cccb5c008c8d391fd6,69.29,Team Name,Contact our team to add info
21.0,963.58,1335.7,59.0,99.13,75.31,0x90fbe42e09a2b65f47004dbf59f1fc090fede19b,95.54,Team Name,Contact our team to add info
21.0,352.15,756.41,24.0,62.19,32.75,0x97e51d7dc13781f57812cdcfaf3bc244c207388e,60.63,Team Name,Contact our team to add info
21.0,92.33,236.95,26.0,8.6,45.69,0xa72cf54737be302e89059fc4648d18ba3732a029,6.42,Team Name,Contact our team to add info
21.0,9296.82,11517.95,36.0,426.17,143.06,0xaef7d36304420adb45d6925aa11c1dae0b5500c5,419.36,Team Name,Contact our team to add info
21.0,321.45,242.68,21.0,20.52,12.49,0xd6a74fb6d3400b9a9fd88676416700acd03d7184,19.93,Team Name,Contact our team to add info
21.0,936.71,1114.47,23.0,18.8,21.88,0xda3ba7d1104cf252cf8d8f2416d67c081f32f95e,17.76,Team Name,Contact our team to add info
21.0,976.34,845.2,28.0,14.14,37.19,0xf0e60adf58cacca44f7c4fd9af5f6f1c1a07b289,12.37,Team Name,Contact our team to add info
21.0,2369.96,2311.91,21.0,36.36,107.03,0xf70053b7338809dfae6cc9bd55c56fb76946181f,31.26,Team Name,Contact our team to add info
20.0,27441.23,59165.22,20.0,3012.74,439.45,0x082e5d753ace396dc65d40daf29a4ae60ea681df,2990.77,Team Name,Contact our team to add info
20.0,592.74,872.94,37.0,97.2,24.49,0x0972c78bb09a1bdf3c21b7d1af184ff0361b066f,95.98,Team Name,Contact our team to add info
20.0,107.44,68.58,20.0,6.73,1.19,0x0c5f55b6303e970557238f7f306d610324a99ff6,6.67,Team Name,Contact our team to add info
20.0,1951.42,1824.82,24.0,36.98,8.32,0x21d720a9824c9a06d85961e489f5abae8c0b0996,36.56,Team Name,Contact our team to add info
20.0,358.48,312.38,22.0,10.83,2.85,0x3386246a6703bb25dbe997c434fa9179927604ca,10.69,Team Name,Contact our team to add info
20.0,406.81,336.78,20.0,28.49,39.53,0x38e50e69e316245afc3830041e17ce8e14bfd40b,26.51,Team Name,Contact our team to add info
20.0,21461.43,40936.04,53.0,658.19,376.93,0x426d9bf77916925411ec1d3fd9a711ce22df94cd,639.34,Team Name,Contact our team to add info
20.0,223.48,168.54,34.0,34.52,1.62,0x4634c61bd0773e3c4993281a0ab8361c8925cbdd,34.44,Team Name,Contact our team to add info
20.0,592.19,1164.98,45.0,16.87,3.7,0x4913e2ff1a7211358dc1d14c3122c36d193f6f9f,16.69,Team Name,Contact our team to add info
20.0,117.06,175.8,34.0,35.78,0.08,0x4a23eee457a6436286990efef220f37869a835a1,35.78,Team Name,Contact our team to add info
20.0,389.59,359.99,23.0,38.89,18.29,0x5048acdb7e1b2981dbde24bc835b6719587e74bf,37.98,Team Name,Contact our team to add info
20.0,11.28,21.76,25.0,0.0,0.16,0x5380d9bfe32ee9fb3e6ddcc2ce8c45cd304878f4,-0.01,Team Name,Contact our team to add info
20.0,14563.62,20620.76,69.0,479.83,177.44,0x5644673a228b74271ca46ac644386e5d18f3b9da,470.96,Team Name,Contact our team to add info
20.0,782.72,848.98,54.0,15.78,7.55,0x5cbaebe0f48fa960c7b0e62491b98a6c562000e0,15.4,Team Name,Contact our team to add info
20.0,514.69,594.13,85.0,25.97,4.39,0x62fa7ca5503e87ebd60376189fde42ee52172b75,25.75,Team Name,Contact our team to add info
20.0,1013.26,752.57,21.0,14.37,13.16,0x6d6f30e37ec8cc7e82e0bdc3e9e771aca03f57a3,13.71,Team Name,Contact our team to add info
20.0,1803.54,2255.01,32.0,84.97,51.16,0x73291378b18671b48aabd15691369ea64907305c,82.41,Team Name,Contact our team to add info
20.0,377.78,388.67,43.0,7.97,9.58,0x75b669e975fdefd1310240335b22d6f979dea68c,7.49,Team Name,Contact our team to add info
20.0,985.98,429.97,31.0,29.41,17.52,0x8072d55b99d088dff0dccf1b3d6187643b82d586,28.53,Team Name,Contact our team to add info
20.0,573.56,621.31,20.0,61.51,24.78,0x8477f6fa1eccb37a95448bc6b01483a1bfb24230,60.27,Team Name,Contact our team to add info
20.0,198.77,145.24,20.0,13.24,11.52,0x85148959cdbb6de78ac4dabb11062b41e2bdc90d,12.66,Team Name,Contact our team to add info
20.0,24542.18,60874.46,87.0,8422.86,1036.17,0x866a60b1e05cfb190eed3e776802c2e864ec4508,8371.05,Team Name,Contact our team to add info
20.0,31.07,98.16,21.0,0.0,8.55,0x87f9681dfb89046886b978984ceef90fea98dac5,-0.43,Team Name,Contact our team to add info
20.0,3483.27,3407.01,96.0,159.75,40.71,0x9558d7461d09599763c44441facbca3ecf83e84f,157.71,Team Name,Contact our team to add info
20.0,1249.61,1066.76,49.0,46.7,13.2,0x9ef7be9695fbfe6352f595d9a895f53530706e7d,46.04,Team Name,Contact our team to add info
20.0,1974.67,1782.51,20.0,59.86,36.37,0xa04d8916414c86fcce52f2d3818ad20a0e655d9a,58.04,Team Name,Contact our team to add info
20.0,415.83,390.78,58.0,12.91,68.01,0xa0c5621bbcbf0b83754809cbbb69d85662ec7696,9.51,Team Name,Contact our team to add info
20.0,200.79,188.68,186.0,64.49,0.01,0xb7d1949489269efd1fcf78bdb552a8e2feaf6c2e,64.49,Team Name,Contact our team to add info
20.0,569.79,478.2,20.0,86.28,14.28,0xbe2d7491508110b435c8be638d0f989ddb06e750,85.57,Team Name,Contact our team to add info
20.0,82.15,68.53,22.0,4.04,0.86,0xc06fa5f50b0257eb60dd6f10fa84e06a9288b71b,4.0,Team Name,Contact our team to add info
20.0,331.02,409.41,20.0,1.9,6.33,0xc0e179fb6ebc1f7acf1cb9d4f569e7d4c0ac3deb,1.58,Team Name,Contact our team to add info
20.0,309.93,352.33,20.0,0.0,4.4,0xc695d61d60163c2f035fa16d2f1cbd0dc2ffd630,-0.22,Team Name,Contact our team to add info
20.0,179.98,122.32,21.0,0.47,4.09,0xcda4ddf2b3b0f9cc737d6b3b0ffa823ca89dfa1b,0.27,Team Name,Contact our team to add info
20.0,1740.38,3205.61,55.0,45.37,29.27,0xce00f1f936cb17b429ed623cd8eedbef931b5bd7,43.91,Team Name,Contact our team to add info
20.0,2674.28,2556.41,33.0,110.67,26.44,0xce264a864ccc900301c8c3ad0d2b0f9db998f4b3,109.35,Team Name,Contact our team to add info
20.0,1858.93,2514.05,59.0,112.74,73.93,0xd09504ad0c199c9d117fad9c3b549df4da0dd939,109.04,Team Name,Contact our team to add info
20.0,4224.75,4908.52,21.0,14.13,41.35,0xd880cbfae0d4a4e16b469c2fdb1e780e26ccfa23,12.06,Team Name,Contact our team to add info
20.0,415.32,297.69,20.0,0.28,5.99,0xdd21e266ffbb8fdd05250ee62d171da699e2d3ff,-0.02,Team Name,Contact our team to add info
20.0,432.0,462.97,53.0,31.16,4.57,0xe8fbf0faa2c62dff282d61eae8002302f46319ec,30.93,Team Name,Contact our team to add info
20.0,101.76,90.69,23.0,13.34,0.61,0xea788e59403b57d0597374ac7bbde828a2152ac5,13.31,Team Name,Contact our team to add info
19.0,355.24,281.57,36.0,21.62,8.03,0x0103ab1b67f5c8c1c0d1f3dd9a54a7085631e7ee,21.2,Team Name,Contact our team to add info
19.0,7203.35,8241.56,53.0,123.06,100.54,0x0611afbf50787361164004b2596719e5116b7315,117.77,Team Name,Contact our team to add info
19.0,17217.97,27976.42,36.0,917.36,227.52,0x13ec911b287b1aefc3c9f4dd1b50068be0ebfdaa,905.39,Team Name,Contact our team to add info
19.0,46.18,29.05,19.0,0.3,0.77,0x1aef85f65cd56cb7cc023a12940f4e83ca02db88,0.26,Team Name,Contact our team to add info
19.0,322.15,276.21,19.0,3.3,14.72,0x29fde420a21c45fcd99658b7ab3badb4ff474304,2.53,Team Name,Contact our team to add info
19.0,353.58,331.24,56.0,18.5,4.8,0x30bccd1210040f5b0cfbf494df4f037bd00103ed,18.25,Team Name,Contact our team to add info
19.0,437.25,440.86,27.0,22.19,35.23,0x311e3a2bfa9a1845cb76d018dd9fc6749a2f6f8c,20.34,Team Name,Contact our team to add info
19.0,1766.6,1355.78,27.0,235.27,214.3,0x3cdb00a923ca12c6973534d1a217f70d06f37e99,223.99,Team Name,Contact our team to add info
19.0,311.01,272.83,31.0,13.42,37.58,0x3db0049a26728f77e8acdb197772a8f54a52e1cc,11.44,Team Name,Contact our team to add info
19.0,431.21,266.19,32.0,80.05,47.19,0x3db532dd37ac50dec4f96faca5998246e9d650ca,77.57,Team Name,Contact our team to add info
19.0,190.16,141.86,19.0,6.13,2.54,0x4b9b2f059df7acac2eff69084b17a74db8c86639,6.0,Team Name,Contact our team to add info
19.0,742.09,1742.77,69.0,9.83,29.88,0x5314c6fc80fe50f49b617b92604da2ed265f01bb,8.26,Team Name,Contact our team to add info
19.0,3586.51,4875.4,21.0,229.18,27.59,0x56a2f22b44937f3c8390b6f10098a653aa62b8a2,227.73,Team Name,Contact our team to add info
19.0,58.03,85.27,26.0,1.03,0.7,0x5aaab5b41c9aec0d880f72da8a23537417312b22,0.99,Team Name,Contact our team to add info
19.0,734.21,621.26,32.0,196.46,12.57,0x5f6cf280831c1b941f9a3a8c765d7ed88508f9ed,195.8,Team Name,Contact our team to add info
19.0,124.39,133.02,25.0,3.87,0.38,0x78a2ac597239ca7ad6221245f165a50e877f48fb,3.85,Team Name,Contact our team to add info
19.0,1997.1,2094.27,19.0,6.47,22.51,0x7f044ebca44514671c170ca05900f7aa725bf443,5.29,Team Name,Contact our team to add info
19.0,199.59,136.88,29.0,23.95,1.59,0x7faa88ac677d809fc0202c6199f0d4b5939b7d0f,23.87,Team Name,Contact our team to add info
19.0,69.01,56.72,19.0,3.51,0.77,0x892071a16a49b63a70ae98e99adb4cf9830d1d70,3.47,Team Name,Contact our team to add info
19.0,221.43,57.81,19.0,17.51,13.3,0x8bd8ba817e274fc62cdba01555eaf7d68df4b631,16.81,Team Name,Contact our team to add info
19.0,7752.05,14673.47,32.0,1453.89,220.77,0x8f3b92979c5b4737994e9cc5bf9aef59765a6ec7,1442.27,Team Name,Contact our team to add info
19.0,1047.34,992.85,19.0,41.52,13.59,0x8fb189739a0f748203cbe2c5a767eda61845b6c5,40.8,Team Name,Contact our team to add info
19.0,1260.31,1977.79,60.0,65.8,71.61,0xa1bf3d09d2f038622b5abc90c678d4ea6820ac94,62.03,Team Name,Contact our team to add info
19.0,276.51,210.96,46.0,23.45,1.98,0xa363a5a83a0e18f89ed59691868209dfc777cd76,23.35,Team Name,Contact our team to add info
19.0,2545.54,3952.24,53.0,20.74,124.15,0xa55960dd561d38732f6c4bfd925565c9c3e9b005,14.21,Team Name,Contact our team to add info
19.0,195.38,157.86,36.0,0.0,3.15,0xa8bd259b3c691639f763e294d155de72f4c323aa,-0.17,Team Name,Contact our team to add info
19.0,7953.26,7549.4,104.0,474.47,202.94,0xb2782039d3fd2130926c1acd39d13481d8662c2c,463.79,Team Name,Contact our team to add info
19.0,787.78,716.85,37.0,75.4,6.81,0xb51dd83bf80620ce781a679abf879d3670f9bf1c,75.04,Team Name,Contact our team to add info
