0,1,2,3,4,5,referrals,total_deposits,total_payouts,total_structure,airdrops_total,airdrops_received
5,29322717375734992445,56238631141355096909,5,56568994961100204,461612213381657268,5,29322717375734992445,56238631141355096909,5,56568994961100204,461612213381657268
0x000c1bea11cf1a00a507542f1086dd6dbb855fee
18,4222796839813533528610,6977369742122471935770,56,527377116032038475415,41148479123172089584,18,4222796839813533528610,6977369742122471935770,56,527377116032038475415,41148479123172089584
0x000c2247bc300f622f88f59118f8b3dbdcf65323
10,304955554156484383571,346258345383726823923,10,14413419307843474820,2272819709917161198,10,304955554156484383571,346258345383726823923,10,14413419307843474820,2272819709917161198
0x002ef740fc444382d69f5ca60820174e3d164aa6
5,18444368943837809030,0,5,5662671458146020745,25437808746625974,5,18444368943837809030,0,5,5662671458146020745,25437808746625974
0x006389e2d3789ab3eb67d1b1a678cfbd7a4467d2
169,1345793807133389568063,1222165749780265076183,809,172637303063863972432,16565501346017568049,169,1345793807133389568063,1222165749780265076183,809,172637303063863972432,16565501346017568049
0x006c124ef4bdbc08a8961d69ebff97bfe3d45a79
12,700345194965008576747,539650501280945141944,14,25664266654050310062,14002612691155103922,12,700345194965008576747,539650501280945141944,14,25664266654050310062,14002612691155103922
0x007e46b49c0663c91c743392b66b79692b8e931b
21,873838696105745760846,605404908904742181476,22,23315041220663979256,160019211403026968415,21,873838696105745760846,605404908904742181476,22,23315041220663979256,160019211403026968415
0x0096a03e49e7428cb1588458e068af0f5ebddfc6
5,714038879420864159341,626408725846445664330,5,7400857075071617835,25894676308498246961,5,714038879420864159341,626408725846445664330,5,7400857075071617835,25894676308498246961
0x00ab9a3193528e4022a462178b0d7df13d138525
4,229855792452934559521,214283389481175267549,4,0,3168223030309115047,4,229855792452934559521,214283389481175267549,4,0,3168223030309115047
0x00ad270e2ca8c82d4d99a3d03af59abd23a43d34
2,75381123680166753315,74690792696142042448,2,0,8040444767783739162,2,75381123680166753315,74690792696142042448,2,0,8040444767783739162
0x00b1295c3025ab2f1a70019416b44bdb725effaf
17,60880384811188349598,32742963107701764005,25,8275260215795406500,11042470918753430567,17,60880384811188349598,32742963107701764005,25,8275260215795406500,11042470918753430567
0x00e14f168b298587f103ba88e15be9b42c593156
9,1706635542866949869172,1578535919249201272121,11,120697253669963449599,149581699421579770288,9,1706635542866949869172,1578535919249201272121,11,120697253669963449599,149581699421579770288
0x00e2db3a69312cb9ca939fb6ba241ff5ba23e392
6,285115996004505757415,236489893138617223710,7,384867455724922775,3906635431482059009,6,285115996004505757415,236489893138617223710,7,384867455724922775,3906635431482059009
0x00e2df63ee088654f8748a2475ad87626d83d860
19,355240319028279214221,281566014261162949863,36,21618723633216908115,8029248506967882299,19,355240319028279214221,281566014261162949863,36,21618723633216908115,8029248506967882299
0x0103ab1b67f5c8c1c0d1f3dd9a54a7085631e7ee
5,277078238467595367249,322756189517897188696,5,0,3576732286859986280,5,277078238467595367249,322756189517897188696,5,0,3576732286859986280
0x010646a6708b92a2447e56f0ec5588b295defba5
7,353461169804110213357,364348500141269074524,8,5772040201019014673,4176796725078520230,7,353461169804110213357,364348500141269074524,8,5772040201019014673,4176796725078520230
0x01081998895428b4de440f5468e0ead0116e3b7b
5,298526566377538819823,388426214672368328885,6,900000000000000000,5655606959386285549,5,298526566377538819823,388426214672368328885,6,900000000000000000,5655606959386285549
0x01157a1ca7f8f9595838af5e373219575d314fc6
12,142163252944836064887,127680199452409464607,12,18124404086869584991,4530645612641904356,12,142163252944836064887,127680199452409464607,12,18124404086869584991,4530645612641904356
0x012a144764e634b061dd98b9dc33713bbcc4715d
41,538046034233811858425,697921128376935378888,71,55576796479044830122,5036604315873039942,41,538046034233811858425,697921128376935378888,71,55576796479044830122,5036604315873039942
0x013575df7192206a6d16766317533f1779f67961
76,991736795879673619249,604322168416579921696,80,304055205442891670894,300822039391253850,76,991736795879673619249,604322168416579921696,80,304055205442891670894,300822039391253850
0x014789010a2508828187a074fb31b7d052d60d89
9,963947083419809879009,1015229444495158597871,12,5415360863265583106,10431445580407339677,9,963947083419809879009,1015229444495158597871,12,5415360863265583106,10431445580407339677
0x015fd089288cc974adc7a53d19acbb61a87caa88
5,2322474259985196226,984167980102308405,5,23390768150544367,11686994763714911,5,2322474259985196226,984167980102308405,5,23390768150544367,11686994763714911
0x01943c034ad2a38f29d67bc4dbd2fda7ee439e93
1,123186332169062437951,56892003075178214278,1,0,5076782420510238523,1,123186332169062437951,56892003075178214278,1,0,5076782420510238523
0x01c1ea90a435bba87c879e2a950b762dd2ca1a27
6,84209388941202904532,79160359849684346475,6,5360530723946250200,720022283167764701,6,84209388941202904532,79160359849684346475,6,5360530723946250200,720022283167764701
0x01d915d0d689e106f471f0bbcd83e8ef7d2445d7
7,1392403185139399338266,1520441624409027711534,7,38799050986885777203,21635132488378247418,7,1392403185139399338266,1520441624409027711534,7,38799050986885777203,21635132488378247418
0x01e672ea5b081aa6fca456b4da2d72d2ab4ae71d
5,155283183058774727899,140728484126152168310,5,0,1951022196036311116,5,155283183058774727899,140728484126152168310,5,0,1951022196036311116
0x020a07c489b7a2663926bd5f85d1a7944be121c1
21,6381551987410260446006,11566371950446239655701,45,886493886267828913708,89939488413177694385,21,6381551987410260446006,11566371950446239655701,45,886493886267828913708,89939488413177694385
0x0272d33e2ddcc1e903e6960caf242784d44df952
3,492386611500309564677,398996664053640263532,3,0,7373231948774443109,3,492386611500309564677,398996664053640263532,3,0,7373231948774443109
0x028eabbef6573d82e9c12fe319c304d2528d96af
6,127478548707210556699,30193313783511144608,6,0,2783708348923335057,6,127478548707210556699,30193313783511144608,6,0,2783708348923335057
0x029fbf7d77a69d812ad4e6efe6a44a400a2abaf3
23,2562048979627874469174,1759223657047377086900,26,19430428700784135842,60214528004327174808,23,2562048979627874469174,1759223657047377086900,26,19430428700784135842,60214528004327174808
0x02d7845e8eb8d222233a294881301225d4e93774
13,209908607387704770335,173383074317970796794,15,6438324306660226251,1774230955294008357,13,209908607387704770335,173383074317970796794,15,6438324306660226251,1774230955294008357
0x02e21c187693645926dd7f87ea01566aa79aa521
24,3064221895634286812587,8014835233207985072514,116,48700079813308139540,38599800438904877209,24,3064221895634286812587,8014835233207985072514,116,48700079813308139540,38599800438904877209
0x02e25e9f04707d893ddd9ecb008b0e1ee50b63f6
7,155670088606097660626,107612644783390401532,7,15787934042066131371,2294186394565867106,7,155670088606097660626,107612644783390401532,7,15787934042066131371,2294186394565867106
0x0302c9fe680ed9b0eb16b2182af6bb709f224c27
5,608197476901481372904,471624675168287757774,5,3888413316070066303,8036941239084787486,5,608197476901481372904,471624675168287757774,5,3888413316070066303,8036941239084787486
0x030433a7ebc1e76d285b61fbb154d0777d5c67ae
8,405594178800030128165,337544304293443924563,8,16518621719355910034,8982624572132597842,8,405594178800030128165,337544304293443924563,8,16518621719355910034,8982624572132597842
0x0321445d34084428a087c20c323092f326ffb064
21,454007416253979238395,480465726064798211619,21,3170690704490501458,6466898757865372550,21,454007416253979238395,480465726064798211619,21,3170690704490501458,6466898757865372550
0x0336a87b6158d39599f7d79cc1542aece4053e43
7,277939079529365584612,272116055014239412378,7,2356864765214981302,4387410252102108871,7,277939079529365584612,272116055014239412378,7,2356864765214981302,4387410252102108871
0x03408706488c7c2cc07ff760bcc71b0bcc181d3f
5,128531116698131450644,86002118421313385443,6,0,1931961368824903291,5,128531116698131450644,86002118421313385443,6,0,1931961368824903291
0x034ce44e57bd65dfd63e60ded2cc18c34c720d22
27,170688842903775154598,105470808405049248797,27,8272824088498780435,2216202834930665968,27,170688842903775154598,105470808405049248797,27,8272824088498780435,2216202834930665968
0x034de77c8dda35479ad5bce1d4c42ee9ab409f99
24,6409670446218848187,5727905215082676341,25,0,66909511681714163,24,6409670446218848187,5727905215082676341,25,0,66909511681714163
0x0368b3f8977498fdc2f0ddd2e246d44d716c4aed
15,5796498299044796102783,8474075281633086850191,27,333154150112577132976,63842935418122292747,15,5796498299044796102783,8474075281633086850191,27,333154150112577132976,63842935418122292747
0x0374ead80c03ea6c91c946ab8a7a68fcb009482d
6,102523689669553222942,92054155721483620734,6,0,1151458568543746561,6,102523689669553222942,92054155721483620734,6,0,1151458568543746561
0x0375a49f692e9672c96bbb5a965b41870555ba4c
25,3365246980663036260121,4281733780092608376236,34,171564733946983819142,52288168537817209599,25,3365246980663036260121,4281733780092608376236,34,171564733946983819142,52288168537817209599
0x0388608780609c5bd3eaaaec86457049fc1930a0
5,207048340364843107665,186311423953339054183,5,436705381456556945,2548742521034612970,5,207048340364843107665,186311423953339054183,5,436705381456556945,2548742521034612970
0x03a5a0cf1c08a273484a13808bb1d6e4cf7e5629
5,6000590088784797165,2793645411206975367,5,0,1870088012645402043,5,6000590088784797165,2793645411206975367,5,0,1870088012645402043
0x03a615c62bc657f2f731ac440bda0a1bc26d6f2a
4,10321246018704827938,4627806384551872277,4,0,201867234798825034,4,10321246018704827938,4627806384551872277,4,0,201867234798825034
0x03ae8e04ed12ef1f93df87d8e8a9c1c25aa4cb6e
5,16890833328267328805,16045160634105887589,5,26126126088508812,198443267016956913,5,16890833328267328805,16045160634105887589,5,26126126088508812,198443267016956913
0x03ce74361deb86b1bc641a6a3fb299684a0401c5
4,686458814317603742508,426514639072453895780,5,1080000000000000000,42407115850306637323,4,686458814317603742508,426514639072453895780,5,1080000000000000000,42407115850306637323
0x03cf99877684a1aeda5960c2c48a94dd1fed3af3
7,164481572101660360749,103986482750510812858,10,14226446248348747412,7107116993020796247,7,164481572101660360749,103986482750510812858,10,14226446248348747412,7107116993020796247
0x03d44256f25aa51d47827284d27407c7b4e495a1
22,123187475425233999884,62665986905487055144,30,0,4726714404129476827,22,123187475425233999884,62665986905487055144,30,0,4726714404129476827
0x03e6b75256abb76e77d926d85c66c5eec9033437
10,149881359364111636235,142974549440958064096,13,30147574019846090367,3522885957465175451,10,149881359364111636235,142974549440958064096,13,30147574019846090367,3522885957465175451
0x03ee27ed433c26c81139ac71531908a40a3eac21
6,289180794514121405857,264121223074088581051,7,4522705665169876736,3559153966221063859,6,289180794514121405857,264121223074088581051,7,4522705665169876736,3559153966221063859
0x03eed0d70767e5f64c15f6d22abefc55fada6032
11,31540848328890989988,52017861931239996268,26,2033608809886701660,173982414525837346,11,31540848328890989988,52017861931239996268,26,2033608809886701660,173982414525837346
0x03fd4f8382fd6e237571102f11869002b85c2745
9,527643619991643695258,305725879342685672867,13,5735981737550927442,8035281656363214147,9,527643619991643695258,305725879342685672867,13,5735981737550927442,8035281656363214147
0x04177bfe16e361e30a56b904a620dd89dc21d29a
11,6326969788774176166421,7976441765530793567338,41,153792137757004161157,78062826484639319043,11,6326969788774176166421,7976441765530793567338,41,153792137757004161157,78062826484639319043
0x0417fb5b9e3b90bb5c9408d516440cb34a2ec1c3
14,9300313790112238156433,8072382507059723497698,15,839872044740111827955,2661633210225135091238,14,9300313790112238156433,8072382507059723497698,15,839872044740111827955,2661633210225135091238
0x041ee803c6faf0ac48399e249b7aae2ffe72b4d7
15,224013761863031093868,149203460405489901877,15,40756201259790968053,6205092910901862105,15,224013761863031093868,149203460405489901877,15,40756201259790968053,6205092910901862105
0x0421bb4574059c8736836dcd82c64f71a604fa4d
41,286522012669832557747,124641012226323068116,41,65053591813922698744,8807339799572971692,41,286522012669832557747,124641012226323068116,41,65053591813922698744,8807339799572971692
0x04233441ae548de0456cb3a8c17f17734a1bd2d1
10,214634776597854388993,56470026778869041166,10,11900699263656448298,1493579447049244156,10,214634776597854388993,56470026778869041166,10,11900699263656448298,1493579447049244156
0x0439072f890382cb2fcb4353554918c68b78939e
6,259996242006465142871,176408809495496831573,6,30996000000000000270,21939230602351613593,6,259996242006465142871,176408809495496831573,6,30996000000000000270,21939230602351613593
0x043ea6d500aa23213bee46f00a66d97e101d7766
6,199275559364870387454,188118647293174976130,6,1011455687051336059,3383988669162813111,6,199275559364870387454,188118647293174976130,6,1011455687051336059,3383988669162813111
0x045333d71e3b5dcadd2ac2721d7dac2cb69af008
5,1416003288486635818709,939874271462219015169,5,167759727121311341373,23383065825544870558,5,1416003288486635818709,939874271462219015169,5,167759727121311341373,23383065825544870558
0x0477bdf34351d2132441052a473e8825fea00807
11,241512871009046793367,267456821130745865484,12,9165694335903752516,3779032187525439720,11,241512871009046793367,267456821130745865484,12,9165694335903752516,3779032187525439720
0x0487c4ef8b10104b4890eacd0b45c38b8510ae00
8,361359705602753110468,323185712019845212933,9,1309183745402714783,3074524963955133072,8,361359705602753110468,323185712019845212933,9,1309183745402714783,3074524963955133072
0x04a7ff2eb4c04cd826be4590681d463d9b3dc7e4
68,1226914349606248722386,916809427666110409021,78,113444281730303202806,16353783638079004360,68,1226914349606248722386,916809427666110409021,78,113444281730303202806,16353783638079004360
0x04bd07846823f815e24899d999bf0786d83ef22d
12,462182605646672146758,351049589768898656984,88,47756554785836405978,34438185219294904137,12,462182605646672146758,351049589768898656984,88,47756554785836405978,34438185219294904137
0x04fc301b2e9e2b96d1bfe56f1adfa57891dc666a
5,49958434446467518231,37425808885005138635,5,1468091775731037988,444431480509436000,5,49958434446467518231,37425808885005138635,5,1468091775731037988,444431480509436000
0x05134d7e68ca26994c65cc0f7d0996ec05ce076f
5,20901650642298692139,34381756310734410189,5,48467215953286254,320773175502106451,5,20901650642298692139,34381756310734410189,5,48467215953286254,320773175502106451
0x052689f00ce3a71216c67a66a54c88334a6eb305
17,200242123598378212405,276343689064723179669,72,3332192056422299721,1330571289464596305,17,200242123598378212405,276343689064723179669,72,3332192056422299721,1330571289464596305
0x054306585f781e0d7901bb41dd18880fd55f2f62
13,2563123394613032495751,5331811392461862677637,16,211365704381813449924,55337668969039290216,13,2563123394613032495751,5331811392461862677637,16,211365704381813449924,55337668969039290216
0x0544fbed9b72aa036517b21d1db50201a17d09ce
8,1190814438101344678243,719092809114769733635,8,522000263552629933522,4542313798532183952,8,1190814438101344678243,719092809114769733635,8,522000263552629933522,4542313798532183952
0x05488965ef152819341b811ee5222daa770feab3
6,5410095418532247805970,2695158131769203340270,7,45502822515524310140,2734719971588593940659,6,5410095418532247805970,2695158131769203340270,7,45502822515524310140,2734719971588593940659
0x055a0efecf900560f5248b3940c7366b04781e2f
8,1468847307908451896891,3271935961699881675744,11,150629593231278396188,71249649738957375225,8,1468847307908451896891,3271935961699881675744,11,150629593231278396188,71249649738957375225
0x055ca15dac221829a0bda76fc7736ce96f1b6476
7,200065680010238226356,153454079631234602168,8,0,3168065073254190992,7,200065680010238226356,153454079631234602168,8,0,3168065073254190992
0x055f9ec4340a5ca78c514ec7bacddd46253b98db
6,96715942565638392372,192244366718536533687,7,0,1849646499248681849,6,96715942565638392372,192244366718536533687,7,0,1849646499248681849
0x0568fa44c556299965db0222cfa44862baa6205a
6,228278801348730994087,188329530311871446903,6,0,4673094704271507156,6,228278801348730994087,188329530311871446903,6,0,4673094704271507156
0x056b497a56b38da8c9a540aa4b92435d63c01b15
93,703308932977890432557,599342080266971201238,131,310863429603904631598,7192794844354055358,93,703308932977890432557,599342080266971201238,131,310863429603904631598,7192794844354055358
0x056ce4d8c5632ba34c0572ff387053c37096057e
6,3436292241992916313,2561967243137534830,23,0,30423361012258225,6,3436292241992916313,2561967243137534830,23,0,30423361012258225
0x058de5e12dcf986d1861d737714d75c927b6ad4a
16,1891052300079918391530,1834386294035800706469,74,21719742302582968955,243470416879423536468,16,1891052300079918391530,1834386294035800706469,74,21719742302582968955,243470416879423536468
0x05c53cc0223033b073b11ce741f46bed67ab0dfe
5,158673363966098133893,167053726660579989749,5,26084906832712441,2541367463779598823,5,158673363966098133893,167053726660579989749,5,26084906832712441,2541367463779598823
0x05d4d3ba46d8dc117fc06aff0d0b2569898a8260
7,476567614428412600607,456785167058383930085,7,19609226643933867902,10033831375166448560,7,476567614428412600607,456785167058383930085,7,19609226643933867902,10033831375166448560
0x05dd2cb5e4efd3ebed661a093d1407142ad31394
10,1614568099350167130423,2638382373102188218585,11,94201800924418449811,38999449156153182463,10,1614568099350167130423,2638382373102188218585,11,94201800924418449811,38999449156153182463
0x05e45ebbfd62b5e448e0073abfb4a956fe13f4d1
14,299371634022637254327,210792944794006363194,14,464539063645252026,4839620711414385514,14,299371634022637254327,210792944794006363194,14,464539063645252026,4839620711414385514
0x05f9fef3c7740607301928777f32b16c4c4e8dfc
12,559680690539666415091,839444909515333752376,82,0,9277566157775699373,12,559680690539666415091,839444909515333752376,82,0,9277566157775699373
0x0604736dfaaa70c3788597dde95a679277a5ee6d
5,457188774890628932674,351188774603700874674,6,6941880335369343764,5378757457764727888,5,457188774890628932674,351188774603700874674,6,6941880335369343764,5378757457764727888
0x060a26051d3cc3779eb3507a1633ab40a46c90af
19,7203352686968119836298,8241559525697839688459,53,123057885962566625634,100542899029021041864,19,7203352686968119836298,8241559525697839688459,53,123057885962566625634,100542899029021041864
0x0611afbf50787361164004b2596719e5116b7315
31,69083869023017934210,20950185598944618552,59,9645217234056786658,613189221615365169,31,69083869023017934210,20950185598944618552,59,9645217234056786658,613189221615365169
0x062c06b65e6a4affdd0282a2ef2c1d3d9176c496
